A	4.32727990525
B	5.57415437988
C	7.15909090909
D	6.65780141844
E	6.23622047244
F	6.66820809249
G	6.99841017488
H	4.6404494382
I	2.4894106814
J	5.47643979058
K	5.49473684211
L	6.89731343284
M	6.47575360419
N	4.21663778163
O	2.79841897233
P	6.61757269279
Q	6.39393939394
R	6.76590909091
S	5.39120234604
T	3.77841373671
U	6.89772727273
V	6.225
W	4.6969273743
X	4.7037037037
Y	3.32222222222
